,city,date,epidemiological_week,estimated_population,last_available_confirmed,last_available_confirmed_per_100k_inhabitants,last_available_date,last_available_death_rate,last_available_deaths,new_confirmed,new_deaths
1517625,Cabo Frio,2020-05-13,202020,230378.0,125,54.25865,2020-05-13,0.04,5,0,0
1517638,Iguaba Grande,2020-05-13,202020,28837.0,35,121.37185,2020-05-13,0.1714,6,0,0
1517682,Saquarema,2020-05-13,202020,90583.0,62,68.44551,2020-05-13,0.0968,6,1,1
1517693,São Pedro da Aldeia,2020-05-13,202020,106049.0,45,42.433209999999995,2020-05-13,0.0889,4,0,0
1517705,Araruama,2020-05-14,202020,134293.0,69,51.38019,2020-05-14,0.029,2,8,0
1517707,Armação dos Búzios,2020-05-14,202020,34477.0,28,81.21356,2020-05-14,0.0,0,5,0
1517708,Arraial do Cabo,2020-05-14,202020,30593.0,21,68.64315,2020-05-14,0.0952,2,1,0
1517714,Cabo Frio,2020-05-14,202020,230378.0,133,57.73121,2020-05-14,0.0376,5,8,0
1517728,Iguaba Grande,2020-05-14,202020,28837.0,36,124.83962,2020-05-14,0.1667,6,1,0
1517772,Saquarema,2020-05-14,202020,90583.0,63,69.54947,2020-05-14,0.0952,6,1,0
1517783,São Pedro da Aldeia,2020-05-14,202020,106049.0,48,45.2621,2020-05-14,0.0833,4,3,0
1517795,Araruama,2020-05-15,202020,134293.0,69,51.38019,2020-05-15,0.029,2,0,0
1517797,Armação dos Búzios,2020-05-15,202020,34477.0,28,81.21356,2020-05-15,0.0,0,0,0
1517798,Arraial do Cabo,2020-05-15,202020,30593.0,21,68.64315,2020-05-15,0.0952,2,0,0
1517804,Cabo Frio,2020-05-15,202020,230378.0,134,58.16528,2020-05-15,0.0448,6,1,1
1517818,Iguaba Grande,2020-05-15,202020,28837.0,36,124.83962,2020-05-15,0.1667,6,0,0
1517862,Saquarema,2020-05-15,202020,90583.0,63,69.54947,2020-05-15,0.0952,6,0,0
1517873,São Pedro da Aldeia,2020-05-15,202020,106049.0,48,45.2621,2020-05-15,0.0833,4,0,0
1517885,Araruama,2020-05-16,202020,134293.0,70,52.124829999999996,2020-05-16,0.0286,2,1,0
1517887,Armação dos Búzios,2020-05-16,202020,34477.0,31,89.91502,2020-05-16,0.0,0,3,0
1517888,Arraial do Cabo,2020-05-16,202020,30593.0,21,68.64315,2020-05-16,0.0952,2,0,0
1517894,Cabo Frio,2020-05-16,202020,230378.0,134,58.16528,2020-05-16,0.0448,6,0,0
1517908,Iguaba Grande,2020-05-16,202020,28837.0,36,124.83962,2020-05-16,0.1667,6,0,0
1517953,Saquarema,2020-05-16,202020,90583.0,77,85.00491,2020-05-16,0.0779,6,14,0
1517964,São Pedro da Aldeia,2020-05-16,202020,106049.0,48,45.2621,2020-05-16,0.0833,4,0,0
1517976,Araruama,2020-05-17,202021,134293.0,71,52.86946999999999,2020-05-17,0.0423,3,1,1
1517978,Armação dos Búzios,2020-05-17,202021,34477.0,31,89.91502,2020-05-17,0.0,0,0,0
1517979,Arraial do Cabo,2020-05-17,202021,30593.0,21,68.64315,2020-05-17,0.0952,2,0,0
1517985,Cabo Frio,2020-05-17,202021,230378.0,134,58.16528,2020-05-17,0.0448,6,0,0
1517999,Iguaba Grande,2020-05-17,202021,28837.0,36,124.83962,2020-05-17,0.1667,6,0,0
1518044,Saquarema,2020-05-17,202021,90583.0,77,85.00491,2020-05-17,0.0779,6,0,0
1518055,São Pedro da Aldeia,2020-05-17,202021,106049.0,48,45.2621,2020-05-17,0.0833,4,0,0
1518067,Araruama,2020-05-18,202021,134293.0,82,61.06052,2020-05-18,0.0366,3,11,0
1518069,Armação dos Búzios,2020-05-18,202021,34477.0,33,95.71598,2020-05-18,0.0,0,2,0
1518070,Arraial do Cabo,2020-05-18,202021,30593.0,33,107.86781,2020-05-18,0.0606,2,12,0
1518076,Cabo Frio,2020-05-18,202021,230378.0,221,95.9293,2020-05-18,0.0271,6,87,0
1518091,Iguaba Grande,2020-05-18,202021,28837.0,51,176.85612,2020-05-18,0.1176,6,15,0
1518136,Saquarema,2020-05-18,202021,90583.0,84,92.73263,2020-05-18,0.0714,6,7,0
1518147,São Pedro da Aldeia,2020-05-18,202021,106049.0,90,84.86643000000001,2020-05-18,0.0444,4,42,0
1518160,Araruama,2020-05-19,202021,134293.0,82,61.06052,2020-05-19,0.0366,3,0,0
1518162,Armação dos Búzios,2020-05-19,202021,34477.0,33,95.71598,2020-05-19,0.0,0,0,0
1518163,Arraial do Cabo,2020-05-19,202021,30593.0,33,107.86781,2020-05-19,0.0606,2,0,0
1518169,Cabo Frio,2020-05-19,202021,230378.0,221,95.9293,2020-05-19,0.0271,6,0,0
1518184,Iguaba Grande,2020-05-19,202021,28837.0,52,180.32388999999998,2020-05-19,0.1346,7,1,1
1518229,Saquarema,2020-05-19,202021,90583.0,84,92.73263,2020-05-19,0.0714,6,0,0
1518240,São Pedro da Aldeia,2020-05-19,202021,106049.0,90,84.86643000000001,2020-05-19,0.0444,4,0,0
1518253,Araruama,2020-05-20,202021,134293.0,82,61.06052,2020-05-20,0.0366,3,0,0
1518255,Armação dos Búzios,2020-05-20,202021,34477.0,33,95.71598,2020-05-20,0.0,0,0,0
1518256,Arraial do Cabo,2020-05-20,202021,30593.0,33,107.86781,2020-05-20,0.0606,2,0,0
1518262,Cabo Frio,2020-05-20,202021,230378.0,222,96.36336999999999,2020-05-20,0.0315,7,1,1
1518277,Iguaba Grande,2020-05-20,202021,28837.0,52,180.32388999999998,2020-05-20,0.1346,7,0,0
1518322,Saquarema,2020-05-20,202021,90583.0,84,92.73263,2020-05-20,0.0714,6,0,0
1518333,São Pedro da Aldeia,2020-05-20,202021,106049.0,90,84.86643000000001,2020-05-20,0.0444,4,0,0
1518346,Araruama,2020-05-21,202021,134293.0,82,61.06052,2020-05-21,0.0366,3,0,0
1518348,Armação dos Búzios,2020-05-21,202021,34477.0,33,95.71598,2020-05-21,0.0,0,0,0
1518349,Arraial do Cabo,2020-05-21,202021,30593.0,33,107.86781,2020-05-21,0.0606,2,0,0
1518355,Cabo Frio,2020-05-21,202021,230378.0,224,97.23151,2020-05-21,0.0402,9,2,2
1518370,Iguaba Grande,2020-05-21,202021,28837.0,52,180.32388999999998,2020-05-21,0.1346,7,0,0
1518415,Saquarema,2020-05-21,202021,90583.0,84,92.73263,2020-05-21,0.0714,6,0,0
1518426,São Pedro da Aldeia,2020-05-21,202021,106049.0,90,84.86643000000001,2020-05-21,0.0444,4,0,0
1518439,Araruama,2020-05-22,202021,134293.0,82,61.06052,2020-05-22,0.0366,3,0,0
1518441,Armação dos Búzios,2020-05-22,202021,34477.0,33,95.71598,2020-05-22,0.0,0,0,0
1518442,Arraial do Cabo,2020-05-22,202021,30593.0,33,107.86781,2020-05-22,0.0606,2,0,0
1518448,Cabo Frio,2020-05-22,202021,230378.0,226,98.09964000000001,2020-05-22,0.0487,11,2,2
1518463,Iguaba Grande,2020-05-22,202021,28837.0,52,180.32388999999998,2020-05-22,0.1346,7,0,0
1518508,Saquarema,2020-05-22,202021,90583.0,84,92.73263,2020-05-22,0.0714,6,0,0
1518519,São Pedro da Aldeia,2020-05-22,202021,106049.0,90,84.86643000000001,2020-05-22,0.0444,4,0,0
1518532,Araruama,2020-05-23,202021,134293.0,82,61.06052,2020-05-23,0.0366,3,0,0
1518534,Armação dos Búzios,2020-05-23,202021,34477.0,33,95.71598,2020-05-23,0.0,0,0,0
1518535,Arraial do Cabo,2020-05-23,202021,30593.0,33,107.86781,2020-05-23,0.0606,2,0,0
1518541,Cabo Frio,2020-05-23,202021,230378.0,227,98.53371,2020-05-23,0.0529,12,1,1
1518556,Iguaba Grande,2020-05-23,202021,28837.0,52,180.32388999999998,2020-05-23,0.1346,7,0,0
1518601,Saquarema,2020-05-23,202021,90583.0,84,92.73263,2020-05-23,0.0714,6,0,0
1518612,São Pedro da Aldeia,2020-05-23,202021,106049.0,90,84.86643000000001,2020-05-23,0.0444,4,0,0
1518625,Araruama,2020-05-24,202022,134293.0,82,61.06052,2020-05-24,0.0366,3,0,0
1518627,Armação dos Búzios,2020-05-24,202022,34477.0,33,95.71598,2020-05-24,0.0,0,0,0
1518628,Arraial do Cabo,2020-05-24,202022,30593.0,33,107.86781,2020-05-24,0.0606,2,0,0
1518634,Cabo Frio,2020-05-24,202022,230378.0,227,98.53371,2020-05-24,0.0529,12,0,0
1518649,Iguaba Grande,2020-05-24,202022,28837.0,52,180.32388999999998,2020-05-24,0.1346,7,0,0
1518694,Saquarema,2020-05-24,202022,90583.0,84,92.73263,2020-05-24,0.0714,6,0,0
1518705,São Pedro da Aldeia,2020-05-24,202022,106049.0,136,128.2426,2020-05-24,0.0294,4,46,0
1518718,Araruama,2020-05-25,202022,134293.0,85,63.29444,2020-05-25,0.0353,3,3,0
1518720,Armação dos Búzios,2020-05-25,202022,34477.0,34,98.61646999999999,2020-05-25,0.0,0,1,0
1518721,Arraial do Cabo,2020-05-25,202022,30593.0,32,104.59909,2020-05-25,0.0625,2,-1,0
1518727,Cabo Frio,2020-05-25,202022,230378.0,246,106.78103,2020-05-25,0.0488,12,19,0
1518742,Iguaba Grande,2020-05-25,202022,28837.0,56,194.19496,2020-05-25,0.1964,11,4,4
1518787,Saquarema,2020-05-25,202022,90583.0,84,92.73263,2020-05-25,0.0714,6,0,0
1518798,São Pedro da Aldeia,2020-05-25,202022,106049.0,140,132.01445,2020-05-25,0.0286,4,4,0
1518811,Araruama,2020-05-26,202022,134293.0,95,70.74084,2020-05-26,0.1579,15,10,12
1518813,Armação dos Búzios,2020-05-26,202022,34477.0,34,98.61646999999999,2020-05-26,0.0,0,0,0
1518814,Arraial do Cabo,2020-05-26,202022,30593.0,35,114.40526000000001,2020-05-26,0.0571,2,3,0
1518820,Cabo Frio,2020-05-26,202022,230378.0,248,107.64917,2020-05-26,0.0484,12,2,0
1518835,Iguaba Grande,2020-05-26,202022,28837.0,56,194.19496,2020-05-26,0.2143,12,0,1
1518880,Saquarema,2020-05-26,202022,90583.0,87,96.04451,2020-05-26,0.0805,7,3,1
1518891,São Pedro da Aldeia,2020-05-26,202022,106049.0,145,136.72925,2020-05-26,0.0276,4,5,0
1518904,Araruama,2020-05-27,202022,134293.0,99,73.7194,2020-05-27,0.1919,19,4,4
1518906,Armação dos Búzios,2020-05-27,202022,34477.0,35,101.51695,2020-05-27,0.0286,1,1,1
1518907,Arraial do Cabo,2020-05-27,202022,30593.0,36,117.67398,2020-05-27,0.0833,3,1,1
1518913,Cabo Frio,2020-05-27,202022,230378.0,279,121.10531,2020-05-27,0.0502,14,31,2
1518929,Iguaba Grande,2020-05-27,202022,28837.0,61,211.53378999999998,2020-05-27,0.1967,12,5,0
1518974,Saquarema,2020-05-27,202022,90583.0,93,102.66826999999999,2020-05-27,0.0753,7,6,0
1518985,São Pedro da Aldeia,2020-05-27,202022,106049.0,145,136.72925,2020-05-27,0.0276,4,0,0
1518998,Araruama,2020-05-28,202022,134293.0,107,79.67653,2020-05-28,0.2336,25,8,6
1519000,Armação dos Búzios,2020-05-28,202022,34477.0,35,101.51695,2020-05-28,0.0286,1,0,0
1519001,Arraial do Cabo,2020-05-28,202022,30593.0,37,120.9427,2020-05-28,0.0811,3,1,0
1519007,Cabo Frio,2020-05-28,202022,230378.0,300,130.22077,2020-05-28,0.0567,17,21,3
1519023,Iguaba Grande,2020-05-28,202022,28837.0,63,218.46932999999999,2020-05-28,0.1905,12,2,0
1519068,Saquarema,2020-05-28,202022,90583.0,112,123.64351,2020-05-28,0.0804,9,19,2
1519079,São Pedro da Aldeia,2020-05-28,202022,106049.0,145,136.72925,2020-05-28,0.0276,4,0,0
1519092,Araruama,2020-05-29,202022,134293.0,109,81.16581,2020-05-29,0.2385,26,2,1
1519094,Armação dos Búzios,2020-05-29,202022,34477.0,39,113.11889,2020-05-29,0.0256,1,4,0
1519095,Arraial do Cabo,2020-05-29,202022,30593.0,38,124.21141999999999,2020-05-29,0.1053,4,1,1
1519101,Cabo Frio,2020-05-29,202022,230378.0,311,134.99553,2020-05-29,0.0547,17,11,0
1519117,Iguaba Grande,2020-05-29,202022,28837.0,68,235.80816000000002,2020-05-29,0.1765,12,5,0
1519162,Saquarema,2020-05-29,202022,90583.0,113,124.74746999999999,2020-05-29,0.0885,10,1,1
1519173,São Pedro da Aldeia,2020-05-29,202022,106049.0,156,147.10181,2020-05-29,0.0256,4,11,0
1519186,Araruama,2020-05-30,202022,134293.0,164,122.12103,2020-05-30,0.1707,28,55,2
1519188,Armação dos Búzios,2020-05-30,202022,34477.0,71,205.93438999999998,2020-05-30,0.0141,1,32,0
1519189,Arraial do Cabo,2020-05-30,202022,30593.0,41,134.01758999999998,2020-05-30,0.0976,4,3,0
1519195,Cabo Frio,2020-05-30,202022,230378.0,368,159.73747,2020-05-30,0.0489,18,57,1
1519211,Iguaba Grande,2020-05-30,202022,28837.0,77,267.01807,2020-05-30,0.1688,13,9,1
1519256,Saquarema,2020-05-30,202022,90583.0,135,149.03458999999998,2020-05-30,0.0741,10,22,0
1519267,São Pedro da Aldeia,2020-05-30,202022,106049.0,148,139.55813,2020-05-30,0.027,4,-8,0
1519280,Araruama,2020-05-31,202023,134293.0,164,122.12103,2020-05-31,0.1707,28,0,0
1519282,Armação dos Búzios,2020-05-31,202023,34477.0,71,205.93438999999998,2020-05-31,0.0141,1,0,0
1519283,Arraial do Cabo,2020-05-31,202023,30593.0,41,134.01758999999998,2020-05-31,0.0976,4,0,0
1519289,Cabo Frio,2020-05-31,202023,230378.0,377,163.6441,2020-05-31,0.0477,18,9,0
1519305,Iguaba Grande,2020-05-31,202023,28837.0,77,267.01807,2020-05-31,0.1688,13,0,0
1519350,Saquarema,2020-05-31,202023,90583.0,135,149.03458999999998,2020-05-31,0.0741,10,0,0
1519361,São Pedro da Aldeia,2020-05-31,202023,106049.0,168,158.41734,2020-05-31,0.0238,4,20,0
1519374,Araruama,2020-06-01,202023,134293.0,164,122.12103,2020-06-01,0.1707,28,0,0
1519376,Armação dos Búzios,2020-06-01,202023,34477.0,71,205.93438999999998,2020-06-01,0.0141,1,0,0
1519377,Arraial do Cabo,2020-06-01,202023,30593.0,41,134.01758999999998,2020-06-01,0.0976,4,0,0
1519383,Cabo Frio,2020-06-01,202023,230378.0,379,164.51224,2020-06-01,0.0475,18,2,0
1519399,Iguaba Grande,2020-06-01,202023,28837.0,77,267.01807,2020-06-01,0.1688,13,0,0
1519444,Saquarema,2020-06-01,202023,90583.0,135,149.03458999999998,2020-06-01,0.0741,10,0,0
1519455,São Pedro da Aldeia,2020-06-01,202023,106049.0,168,158.41734,2020-06-01,0.0238,4,0,0
1519468,Araruama,2020-06-02,202023,134293.0,164,122.12103,2020-06-02,0.1707,28,0,0
1519470,Armação dos Búzios,2020-06-02,202023,34477.0,112,324.85425,2020-06-02,0.0179,2,41,1
1519471,Arraial do Cabo,2020-06-02,202023,30593.0,44,143.82375,2020-06-02,0.0909,4,3,0
1519477,Cabo Frio,2020-06-02,202023,230378.0,382,165.81444,2020-06-02,0.0471,18,3,0
1519493,Iguaba Grande,2020-06-02,202023,28837.0,79,273.9536,2020-06-02,0.1646,13,2,0
1519538,Saquarema,2020-06-02,202023,90583.0,135,149.03458999999998,2020-06-02,0.0741,10,0,0
1519549,São Pedro da Aldeia,2020-06-02,202023,106049.0,162,152.75957,2020-06-02,0.0309,5,-6,1
1519562,Araruama,2020-06-03,202023,134293.0,156,116.16391000000002,2020-06-03,0.1795,28,-8,0
1519564,Armação dos Búzios,2020-06-03,202023,34477.0,112,324.85425,2020-06-03,0.0268,3,0,1
1519565,Arraial do Cabo,2020-06-03,202023,30593.0,44,143.82375,2020-06-03,0.0909,4,0,0
1519571,Cabo Frio,2020-06-03,202023,230378.0,395,171.45734,2020-06-03,0.0481,19,13,1
1519587,Iguaba Grande,2020-06-03,202023,28837.0,79,273.9536,2020-06-03,0.1646,13,0,0
1519632,Saquarema,2020-06-03,202023,90583.0,132,145.72271,2020-06-03,0.0758,10,-3,0
1519643,São Pedro da Aldeia,2020-06-03,202023,106049.0,171,161.24622,2020-06-03,0.0292,5,9,0
1519656,Araruama,2020-06-04,202023,134293.0,157,116.90855,2020-06-04,0.1783,28,1,0
1519658,Armação dos Búzios,2020-06-04,202023,34477.0,113,327.75473999999997,2020-06-04,0.0265,3,1,0
1519659,Arraial do Cabo,2020-06-04,202023,30593.0,45,147.09247,2020-06-04,0.0889,4,1,0
1519665,Cabo Frio,2020-06-04,202023,230378.0,416,180.5728,2020-06-04,0.0529,22,21,3
1519681,Iguaba Grande,2020-06-04,202023,28837.0,81,280.88914,2020-06-04,0.1728,14,2,1
1519726,Saquarema,2020-06-04,202023,90583.0,136,150.13855,2020-06-04,0.0809,11,4,1
1519737,São Pedro da Aldeia,2020-06-04,202023,106049.0,182,171.61878000000002,2020-06-04,0.0275,5,11,0
1519750,Araruama,2020-06-05,202023,134293.0,160,119.14246999999999,2020-06-05,0.175,28,3,0
1519752,Armação dos Búzios,2020-06-05,202023,34477.0,114,330.65522000000004,2020-06-05,0.0263,3,1,0
1519753,Arraial do Cabo,2020-06-05,202023,30593.0,46,150.36119,2020-06-05,0.087,4,1,0
1519759,Cabo Frio,2020-06-05,202023,230378.0,424,184.04535,2020-06-05,0.0519,22,8,0
1519775,Iguaba Grande,2020-06-05,202023,28837.0,82,284.3569,2020-06-05,0.1829,15,1,1
1519820,Saquarema,2020-06-05,202023,90583.0,141,155.65835,2020-06-05,0.1206,17,5,6
1519831,São Pedro da Aldeia,2020-06-05,202023,106049.0,195,183.87726,2020-06-05,0.0256,5,13,0
1519844,Araruama,2020-06-06,202023,134293.0,163,121.37638999999999,2020-06-06,0.1779,29,3,1
1519846,Armação dos Búzios,2020-06-06,202023,34477.0,113,327.75473999999997,2020-06-06,0.0265,3,-1,0
1519847,Arraial do Cabo,2020-06-06,202023,30593.0,47,153.62992,2020-06-06,0.0851,4,1,0
1519853,Cabo Frio,2020-06-06,202023,230378.0,451,195.76522,2020-06-06,0.051,23,27,1
1519869,Iguaba Grande,2020-06-06,202023,28837.0,82,284.3569,2020-06-06,0.1829,15,0,0
1519914,Saquarema,2020-06-06,202023,90583.0,142,156.76231,2020-06-06,0.1197,17,1,0
1519925,São Pedro da Aldeia,2020-06-06,202023,106049.0,219,206.50831000000002,2020-06-06,0.0228,5,24,0
1519938,Araruama,2020-06-07,202024,134293.0,219,163.07626000000002,2020-06-07,0.1279,28,56,-1
1519940,Armação dos Búzios,2020-06-07,202024,34477.0,117,339.35667,2020-06-07,0.0256,3,4,0
1519941,Arraial do Cabo,2020-06-07,202024,30593.0,47,153.62992,2020-06-07,0.0851,4,0,0
1519947,Cabo Frio,2020-06-07,202024,230378.0,480,208.35323,2020-06-07,0.0479,23,29,0
1519963,Iguaba Grande,2020-06-07,202024,28837.0,92,319.03457000000003,2020-06-07,0.163,15,10,0
1520008,Saquarema,2020-06-07,202024,90583.0,145,160.07419,2020-06-07,0.1172,17,3,0
1520019,São Pedro da Aldeia,2020-06-07,202024,106049.0,218,205.56535,2020-06-07,0.0183,4,-1,-1
1520032,Araruama,2020-06-08,202024,134293.0,219,163.07626000000002,2020-06-08,0.1279,28,0,0
1520034,Armação dos Búzios,2020-06-08,202024,34477.0,114,330.65522000000004,2020-06-08,0.0263,3,-3,0
1520035,Arraial do Cabo,2020-06-08,202024,30593.0,48,156.89864,2020-06-08,0.0833,4,1,0
1520041,Cabo Frio,2020-06-08,202024,230378.0,478,207.48508999999999,2020-06-08,0.0481,23,-2,0
1520057,Iguaba Grande,2020-06-08,202024,28837.0,96,332.90564,2020-06-08,0.1875,18,4,3
1520102,Saquarema,2020-06-08,202024,90583.0,140,154.55438999999998,2020-06-08,0.1214,17,-5,0
1520113,São Pedro da Aldeia,2020-06-08,202024,106049.0,218,205.56535,2020-06-08,0.0229,5,0,1
1520126,Araruama,2020-06-09,202024,134293.0,238,177.22443,2020-06-09,0.1176,28,19,0
1520128,Armação dos Búzios,2020-06-09,202024,34477.0,115,333.5557,2020-06-09,0.0261,3,1,0
1520129,Arraial do Cabo,2020-06-09,202024,30593.0,54,176.51097,2020-06-09,0.0741,4,6,0
1520135,Cabo Frio,2020-06-09,202024,230378.0,547,237.43587000000002,2020-06-09,0.042,23,69,0
1520151,Iguaba Grande,2020-06-09,202024,28837.0,103,357.18001,2020-06-09,0.1845,19,7,1
1520196,Saquarema,2020-06-09,202024,90583.0,150,165.59399,2020-06-09,0.1133,17,10,0
1520207,São Pedro da Aldeia,2020-06-09,202024,106049.0,243,229.13936,2020-06-09,0.0206,5,25,0
1520220,Araruama,2020-06-10,202024,134293.0,242,180.20299,2020-06-10,0.1198,29,4,1
1520222,Armação dos Búzios,2020-06-10,202024,34477.0,115,333.5557,2020-06-10,0.0261,3,0,0
1520223,Arraial do Cabo,2020-06-10,202024,30593.0,50,163.43608,2020-06-10,0.08,4,-4,0
1520229,Cabo Frio,2020-06-10,202024,230378.0,538,233.52924,2020-06-10,0.0428,23,-9,0
1520245,Iguaba Grande,2020-06-10,202024,28837.0,105,364.11555,2020-06-10,0.181,19,2,0
1520290,Saquarema,2020-06-10,202024,90583.0,149,164.49003000000002,2020-06-10,0.1141,17,-1,0
1520301,São Pedro da Aldeia,2020-06-10,202024,106049.0,246,231.96823999999998,2020-06-10,0.0203,5,3,0
1520314,Araruama,2020-06-11,202024,134293.0,246,183.18155,2020-06-11,0.1179,29,4,0
1520316,Armação dos Búzios,2020-06-11,202024,34477.0,117,339.35667,2020-06-11,0.0342,4,2,1
1520317,Arraial do Cabo,2020-06-11,202024,30593.0,50,163.43608,2020-06-11,0.08,4,0,0
1520323,Cabo Frio,2020-06-11,202024,230378.0,517,224.41378999999998,2020-06-11,0.0503,26,-21,3
1520339,Iguaba Grande,2020-06-11,202024,28837.0,108,374.51885,2020-06-11,0.1759,19,3,0
1520384,Saquarema,2020-06-11,202024,90583.0,154,170.00983,2020-06-11,0.1104,17,5,0
1520395,São Pedro da Aldeia,2020-06-11,202024,106049.0,250,235.74007999999998,2020-06-11,0.02,5,4,0
1520408,Araruama,2020-06-12,202024,134293.0,256,190.62796,2020-06-12,0.1133,29,10,0
1520410,Armação dos Búzios,2020-06-12,202024,34477.0,118,342.25716,2020-06-12,0.0339,4,1,0
1520411,Arraial do Cabo,2020-06-12,202024,30593.0,51,166.7048,2020-06-12,0.0784,4,1,0
1520417,Cabo Frio,2020-06-12,202024,230378.0,553,240.04027999999997,2020-06-12,0.047,26,36,0
1520433,Iguaba Grande,2020-06-12,202024,28837.0,111,384.92215,2020-06-12,0.1712,19,3,0
1520478,Saquarema,2020-06-12,202024,90583.0,155,171.11379,2020-06-12,0.1097,17,1,0
1520489,São Pedro da Aldeia,2020-06-12,202024,106049.0,259,244.22672999999998,2020-06-12,0.0193,5,9,0
1520502,Araruama,2020-06-13,202024,134293.0,257,191.3726,2020-06-13,0.1128,29,1,0
1520504,Armação dos Búzios,2020-06-13,202024,34477.0,116,336.45619,2020-06-13,0.0345,4,-2,0
1520505,Arraial do Cabo,2020-06-13,202024,30593.0,51,166.7048,2020-06-13,0.0784,4,0,0
1520511,Cabo Frio,2020-06-13,202024,230378.0,560,243.07877000000002,2020-06-13,0.0464,26,7,0
1520527,Iguaba Grande,2020-06-13,202024,28837.0,111,384.92215,2020-06-13,0.1712,19,0,0
1520572,Saquarema,2020-06-13,202024,90583.0,151,166.69795,2020-06-13,0.1126,17,-4,0
1520583,São Pedro da Aldeia,2020-06-13,202024,106049.0,257,242.3408,2020-06-13,0.0195,5,-2,0
1520596,Araruama,2020-06-14,202025,134293.0,257,191.3726,2020-06-14,0.1128,29,0,0
1520598,Armação dos Búzios,2020-06-14,202025,34477.0,117,339.35667,2020-06-14,0.0342,4,1,0
1520599,Arraial do Cabo,2020-06-14,202025,30593.0,51,166.7048,2020-06-14,0.0784,4,0,0
1520605,Cabo Frio,2020-06-14,202025,230378.0,562,243.9469,2020-06-14,0.0463,26,2,0
1520621,Iguaba Grande,2020-06-14,202025,28837.0,114,395.32545,2020-06-14,0.1667,19,3,0
1520666,Saquarema,2020-06-14,202025,90583.0,151,166.69795,2020-06-14,0.1126,17,0,0
1520677,São Pedro da Aldeia,2020-06-14,202025,106049.0,260,245.16969,2020-06-14,0.0231,6,3,1
1520690,Araruama,2020-06-15,202025,134293.0,257,191.3726,2020-06-15,0.1128,29,0,0
1520692,Armação dos Búzios,2020-06-15,202025,34477.0,117,339.35667,2020-06-15,0.0342,4,0,0
1520693,Arraial do Cabo,2020-06-15,202025,30593.0,51,166.7048,2020-06-15,0.0784,4,0,0
1520699,Cabo Frio,2020-06-15,202025,230378.0,563,244.38097000000002,2020-06-15,0.0462,26,1,0
1520715,Iguaba Grande,2020-06-15,202025,28837.0,114,395.32545,2020-06-15,0.1667,19,0,0
1520760,Saquarema,2020-06-15,202025,90583.0,152,167.80191000000002,2020-06-15,0.1118,17,1,0
1520771,São Pedro da Aldeia,2020-06-15,202025,106049.0,262,247.05561,2020-06-15,0.0191,5,2,-1
1520784,Araruama,2020-06-16,202025,134293.0,263,195.84044,2020-06-16,0.1103,29,6,0
1520786,Armação dos Búzios,2020-06-16,202025,34477.0,114,330.65522000000004,2020-06-16,0.0439,5,-3,1
1520787,Arraial do Cabo,2020-06-16,202025,30593.0,53,173.24223999999998,2020-06-16,0.0755,4,2,0
1520793,Cabo Frio,2020-06-16,202025,230378.0,590,256.10084,2020-06-16,0.0475,28,27,2
1520809,Iguaba Grande,2020-06-16,202025,28837.0,117,405.72875,2020-06-16,0.1624,19,3,0
1520854,Saquarema,2020-06-16,202025,90583.0,155,171.11379,2020-06-16,0.1097,17,3,0
1520865,São Pedro da Aldeia,2020-06-16,202025,106049.0,265,249.88449,2020-06-16,0.0226,6,3,1
1520878,Araruama,2020-06-17,202025,134293.0,272,202.5422,2020-06-17,0.1066,29,9,0
1520880,Armação dos Búzios,2020-06-17,202025,34477.0,128,371.262,2020-06-17,0.0391,5,14,0
1520881,Arraial do Cabo,2020-06-17,202025,30593.0,54,176.51097,2020-06-17,0.0741,4,1,0
1520887,Cabo Frio,2020-06-17,202025,230378.0,590,256.10084,2020-06-17,0.0475,28,0,0
1520903,Iguaba Grande,2020-06-17,202025,28837.0,119,412.66429,2020-06-17,0.1681,20,2,1
1520948,Saquarema,2020-06-17,202025,90583.0,157,173.3217,2020-06-17,0.1083,17,2,0
1520959,São Pedro da Aldeia,2020-06-17,202025,106049.0,294,277.23034,2020-06-17,0.0204,6,29,0
1520972,Araruama,2020-06-18,202025,134293.0,272,202.5422,2020-06-18,0.1066,29,0,0
1520974,Armação dos Búzios,2020-06-18,202025,34477.0,128,371.262,2020-06-18,0.0391,5,0,0
1520975,Arraial do Cabo,2020-06-18,202025,30593.0,54,176.51097,2020-06-18,0.0741,4,0,0
1520981,Cabo Frio,2020-06-18,202025,230378.0,591,256.53491,2020-06-18,0.0508,30,1,2
1520997,Iguaba Grande,2020-06-18,202025,28837.0,119,412.66429,2020-06-18,0.1681,20,0,0
1521042,Saquarema,2020-06-18,202025,90583.0,159,175.52962,2020-06-18,0.1195,19,2,2
1521053,São Pedro da Aldeia,2020-06-18,202025,106049.0,294,277.23034,2020-06-18,0.0204,6,0,0
