,city,date,epidemiological_week,estimated_population,last_available_confirmed,last_available_confirmed_per_100k_inhabitants,last_available_date,last_available_death_rate,last_available_deaths,new_confirmed,new_deaths
1525675,Arraial do Cabo,2020-08-07,202032,30593.0,127,415.12764,2020-08-07,0.0472,6,1,0
1525681,Cabo Frio,2020-08-07,202032,230378.0,1591,690.60414,2020-08-07,0.0559,89,28,0
1525697,Iguaba Grande,2020-08-07,202032,28837.0,359,1244.92839,2020-08-07,0.0641,23,1,0
1525742,Saquarema,2020-08-07,202032,90583.0,764,843.4253699999999,2020-08-07,0.0628,48,14,3
1525753,São Pedro da Aldeia,2020-08-07,202032,106049.0,843,794.9155599999999,2020-08-07,0.0214,18,3,0
1525766,Araruama,2020-08-08,202032,134293.0,750,558.4803400000001,2020-08-08,0.0613,46,35,0
1525768,Armação dos Búzios,2020-08-08,202032,34477.0,313,907.8516099999999,2020-08-08,0.0319,10,6,0
1525769,Arraial do Cabo,2020-08-08,202032,30593.0,132,431.47125,2020-08-08,0.0455,6,5,0
1525775,Cabo Frio,2020-08-08,202032,230378.0,1640,711.87353,2020-08-08,0.0543,89,49,0
1525791,Iguaba Grande,2020-08-08,202032,28837.0,373,1293.47713,2020-08-08,0.0643,24,14,1
1525836,Saquarema,2020-08-08,202032,90583.0,785,866.6085199999999,2020-08-08,0.0624,49,21,1
1525847,São Pedro da Aldeia,2020-08-08,202032,106049.0,851,802.45924,2020-08-08,0.0223,19,8,1
1525860,Araruama,2020-08-09,202033,134293.0,780,580.81955,2020-08-09,0.059,46,30,0
1525862,Armação dos Búzios,2020-08-09,202033,34477.0,313,907.8516099999999,2020-08-09,0.0319,10,0,0
1525863,Arraial do Cabo,2020-08-09,202033,30593.0,132,431.47125,2020-08-09,0.0455,6,0,0
1525869,Cabo Frio,2020-08-09,202033,230378.0,1642,712.74167,2020-08-09,0.0542,89,2,0
1525885,Iguaba Grande,2020-08-09,202033,28837.0,374,1296.9449,2020-08-09,0.0642,24,1,0
1525930,Saquarema,2020-08-09,202033,90583.0,788,869.9204,2020-08-09,0.0622,49,3,0
1525941,São Pedro da Aldeia,2020-08-09,202033,106049.0,851,802.45924,2020-08-09,0.0223,19,0,0
1525954,Araruama,2020-08-10,202033,134293.0,788,586.77667,2020-08-10,0.0596,47,8,1
1525956,Armação dos Búzios,2020-08-10,202033,34477.0,328,951.3588800000001,2020-08-10,0.0305,10,15,0
1525957,Arraial do Cabo,2020-08-10,202033,30593.0,133,434.73997,2020-08-10,0.0451,6,1,0
1525963,Cabo Frio,2020-08-10,202033,230378.0,1661,720.98898,2020-08-10,0.0536,89,19,0
1525979,Iguaba Grande,2020-08-10,202033,28837.0,374,1296.9449,2020-08-10,0.0642,24,0,0
1526024,Saquarema,2020-08-10,202033,90583.0,788,869.9204,2020-08-10,0.0622,49,0,0
1526035,São Pedro da Aldeia,2020-08-10,202033,106049.0,856,807.17404,2020-08-10,0.0222,19,5,0
1526048,Araruama,2020-08-11,202033,134293.0,802,597.20164,2020-08-11,0.0586,47,14,0
1526050,Armação dos Búzios,2020-08-11,202033,34477.0,340,986.1646900000001,2020-08-11,0.0324,11,12,1
1526051,Arraial do Cabo,2020-08-11,202033,30593.0,133,434.73997,2020-08-11,0.0451,6,0,0
1526057,Cabo Frio,2020-08-11,202033,230378.0,1673,726.19781,2020-08-11,0.0538,90,12,1
1526073,Iguaba Grande,2020-08-11,202033,28837.0,382,1324.68703,2020-08-11,0.0628,24,8,0
1526118,Saquarema,2020-08-11,202033,90583.0,788,869.9204,2020-08-11,0.0622,49,0,0
1526129,São Pedro da Aldeia,2020-08-11,202033,106049.0,870,820.37549,2020-08-11,0.0241,21,14,2
1526142,Araruama,2020-08-12,202033,134293.0,814,606.13733,2020-08-12,0.059,48,12,1
1526144,Armação dos Búzios,2020-08-12,202033,34477.0,341,989.06517,2020-08-12,0.0323,11,1,0
1526145,Arraial do Cabo,2020-08-12,202033,30593.0,135,441.27742,2020-08-12,0.0444,6,2,0
1526151,Cabo Frio,2020-08-12,202033,230378.0,1721,747.03314,2020-08-12,0.0529,91,48,1
1526167,Iguaba Grande,2020-08-12,202033,28837.0,390,1352.4291699999999,2020-08-12,0.0641,25,8,1
1526212,Saquarema,2020-08-12,202033,90583.0,826,911.87088,2020-08-12,0.0593,49,38,0
1526223,São Pedro da Aldeia,2020-08-12,202033,106049.0,879,828.86213,2020-08-12,0.0239,21,9,0
1526236,Araruama,2020-08-13,202033,134293.0,834,621.0301400000001,2020-08-13,0.0576,48,20,0
1526238,Armação dos Búzios,2020-08-13,202033,34477.0,341,989.06517,2020-08-13,0.0323,11,0,0
1526239,Arraial do Cabo,2020-08-13,202033,30593.0,137,447.81485999999995,2020-08-13,0.0438,6,2,0
1526245,Cabo Frio,2020-08-13,202033,230378.0,1751,760.05521,2020-08-13,0.0531,93,30,2
1526261,Iguaba Grande,2020-08-13,202033,28837.0,396,1373.23577,2020-08-13,0.0631,25,6,0
1526306,Saquarema,2020-08-13,202033,90583.0,842,929.5342400000001,2020-08-13,0.0582,49,16,0
1526317,São Pedro da Aldeia,2020-08-13,202033,106049.0,929,876.01015,2020-08-13,0.0237,22,50,1
1526330,Araruama,2020-08-14,202033,134293.0,835,621.77478,2020-08-14,0.0575,48,1,0
1526332,Armação dos Búzios,2020-08-14,202033,34477.0,341,989.06517,2020-08-14,0.0323,11,0,0
1526333,Arraial do Cabo,2020-08-14,202033,30593.0,138,451.08358,2020-08-14,0.0435,6,1,0
1526339,Cabo Frio,2020-08-14,202033,230378.0,1756,762.22556,2020-08-14,0.0535,94,5,1
1526355,Iguaba Grande,2020-08-14,202033,28837.0,399,1383.63907,2020-08-14,0.0652,26,3,1
1526400,Saquarema,2020-08-14,202033,90583.0,842,929.5342400000001,2020-08-14,0.0582,49,0,0
1526411,São Pedro da Aldeia,2020-08-14,202033,106049.0,931,877.8960699999999,2020-08-14,0.0236,22,2,0
1526424,Araruama,2020-08-15,202033,134293.0,835,621.77478,2020-08-15,0.0575,48,0,0
1526426,Armação dos Búzios,2020-08-15,202033,34477.0,341,989.06517,2020-08-15,0.0323,11,0,0
1526427,Arraial do Cabo,2020-08-15,202033,30593.0,138,451.08358,2020-08-15,0.0435,6,0,0
1526433,Cabo Frio,2020-08-15,202033,230378.0,1756,762.22556,2020-08-15,0.0535,94,0,0
1526449,Iguaba Grande,2020-08-15,202033,28837.0,399,1383.63907,2020-08-15,0.0652,26,0,0
1526494,Saquarema,2020-08-15,202033,90583.0,842,929.5342400000001,2020-08-15,0.0582,49,0,0
1526505,São Pedro da Aldeia,2020-08-15,202033,106049.0,931,877.8960699999999,2020-08-15,0.0236,22,0,0
1526518,Araruama,2020-08-16,202034,134293.0,854,635.92294,2020-08-16,0.0562,48,19,0
1526520,Armação dos Búzios,2020-08-16,202034,34477.0,341,989.06517,2020-08-16,0.0323,11,0,0
1526521,Arraial do Cabo,2020-08-16,202034,30593.0,143,467.42719000000005,2020-08-16,0.042,6,5,0
1526527,Cabo Frio,2020-08-16,202034,230378.0,1775,770.47288,2020-08-16,0.053,94,19,0
1526543,Iguaba Grande,2020-08-16,202034,28837.0,407,1411.38121,2020-08-16,0.0639,26,8,0
1526588,Saquarema,2020-08-16,202034,90583.0,842,929.5342400000001,2020-08-16,0.0582,49,0,0
1526599,São Pedro da Aldeia,2020-08-16,202034,106049.0,944,890.15455,2020-08-16,0.0244,23,13,1
1526612,Araruama,2020-08-17,202034,134293.0,855,636.66759,2020-08-17,0.0561,48,1,0
1526614,Armação dos Búzios,2020-08-17,202034,34477.0,341,989.06517,2020-08-17,0.0323,11,0,0
1526615,Arraial do Cabo,2020-08-17,202034,30593.0,143,467.42719000000005,2020-08-17,0.042,6,0,0
1526621,Cabo Frio,2020-08-17,202034,230378.0,1776,770.9069400000001,2020-08-17,0.0529,94,1,0
1526637,Iguaba Grande,2020-08-17,202034,28837.0,407,1411.38121,2020-08-17,0.0639,26,0,0
1526682,Saquarema,2020-08-17,202034,90583.0,842,929.5342400000001,2020-08-17,0.0582,49,0,0
1526693,São Pedro da Aldeia,2020-08-17,202034,106049.0,944,890.15455,2020-08-17,0.0244,23,0,0
1526706,Araruama,2020-08-18,202034,134293.0,893,664.96392,2020-08-18,0.0549,49,38,1
1526708,Armação dos Búzios,2020-08-18,202034,34477.0,346,1003.5676,2020-08-18,0.0318,11,5,0
1526709,Arraial do Cabo,2020-08-18,202034,30593.0,145,473.96463,2020-08-18,0.0414,6,2,0
1526715,Cabo Frio,2020-08-18,202034,230378.0,1811,786.09937,2020-08-18,0.0525,95,35,1
1526731,Iguaba Grande,2020-08-18,202034,28837.0,423,1466.8654900000001,2020-08-18,0.0662,28,16,2
1526776,Saquarema,2020-08-18,202034,90583.0,884,975.9005599999999,2020-08-18,0.0554,49,42,0
1526787,São Pedro da Aldeia,2020-08-18,202034,106049.0,971,915.6144800000001,2020-08-18,0.0247,24,27,1
1526800,Araruama,2020-08-19,202034,134293.0,902,671.66569,2020-08-19,0.0543,49,9,0
1526802,Armação dos Búzios,2020-08-19,202034,34477.0,347,1006.4680800000001,2020-08-19,0.0317,11,1,0
1526803,Arraial do Cabo,2020-08-19,202034,30593.0,146,477.23335,2020-08-19,0.0411,6,1,0
1526809,Cabo Frio,2020-08-19,202034,230378.0,1848,802.15993,2020-08-19,0.053,98,37,3
1526825,Iguaba Grande,2020-08-19,202034,28837.0,431,1494.60762,2020-08-19,0.0673,29,8,1
1526870,Saquarema,2020-08-19,202034,90583.0,888,980.3163900000001,2020-08-19,0.0552,49,4,0
1526881,São Pedro da Aldeia,2020-08-19,202034,106049.0,1006,948.61809,2020-08-19,0.0288,29,35,5
1526894,Araruama,2020-08-20,202034,134293.0,921,685.81385,2020-08-20,0.0554,51,19,2
1526896,Armação dos Búzios,2020-08-20,202034,34477.0,349,1012.26905,2020-08-20,0.0315,11,2,0
1526897,Arraial do Cabo,2020-08-20,202034,30593.0,148,483.7708,2020-08-20,0.0405,6,2,0
1526903,Cabo Frio,2020-08-20,202034,230378.0,1864,809.10504,2020-08-20,0.0547,102,16,4
1526919,Iguaba Grande,2020-08-20,202034,28837.0,444,1539.68859,2020-08-20,0.0653,29,13,0
1526964,Saquarema,2020-08-20,202034,90583.0,901,994.6678699999999,2020-08-20,0.0566,51,13,2
1526975,São Pedro da Aldeia,2020-08-20,202034,106049.0,1018,959.9336199999999,2020-08-20,0.0295,30,12,1
1526988,Araruama,2020-08-21,202034,134293.0,921,685.81385,2020-08-21,0.0554,51,0,0
1526990,Armação dos Búzios,2020-08-21,202034,34477.0,349,1012.26905,2020-08-21,0.0315,11,0,0
1526991,Arraial do Cabo,2020-08-21,202034,30593.0,148,483.7708,2020-08-21,0.0405,6,0,0
1526997,Cabo Frio,2020-08-21,202034,230378.0,1866,809.97317,2020-08-21,0.0557,104,2,2
1527013,Iguaba Grande,2020-08-21,202034,28837.0,444,1539.68859,2020-08-21,0.0653,29,0,0
1527058,Saquarema,2020-08-21,202034,90583.0,901,994.6678699999999,2020-08-21,0.0566,51,0,0
1527069,São Pedro da Aldeia,2020-08-21,202034,106049.0,1020,961.8195400000001,2020-08-21,0.0314,32,2,2
1527082,Araruama,2020-08-22,202034,134293.0,959,714.11019,2020-08-22,0.0532,51,38,0
1527084,Armação dos Búzios,2020-08-22,202034,34477.0,349,1012.26905,2020-08-22,0.0315,11,0,0
1527085,Arraial do Cabo,2020-08-22,202034,30593.0,152,496.84567999999996,2020-08-22,0.0395,6,4,0
1527091,Cabo Frio,2020-08-22,202034,230378.0,1892,821.25897,2020-08-22,0.055,104,26,0
1527107,Iguaba Grande,2020-08-22,202034,28837.0,456,1581.3018,2020-08-22,0.0636,29,12,0
1527152,Saquarema,2020-08-22,202034,90583.0,915,1010.12331,2020-08-22,0.0557,51,14,0
1527163,São Pedro da Aldeia,2020-08-22,202034,106049.0,1028,969.36322,2020-08-22,0.0311,32,8,0
1527176,Araruama,2020-08-23,202035,134293.0,960,714.85483,2020-08-23,0.0531,51,1,0
1527178,Armação dos Búzios,2020-08-23,202035,34477.0,349,1012.26905,2020-08-23,0.0315,11,0,0
1527179,Arraial do Cabo,2020-08-23,202035,30593.0,154,503.38313,2020-08-23,0.039,6,2,0
1527185,Cabo Frio,2020-08-23,202035,230378.0,1892,821.25897,2020-08-23,0.055,104,0,0
1527201,Iguaba Grande,2020-08-23,202035,28837.0,456,1581.3018,2020-08-23,0.0636,29,0,0
1527246,Saquarema,2020-08-23,202035,90583.0,915,1010.12331,2020-08-23,0.0557,51,0,0
1527257,São Pedro da Aldeia,2020-08-23,202035,106049.0,1028,969.36322,2020-08-23,0.0311,32,0,0
1527270,Araruama,2020-08-24,202035,134293.0,960,714.85483,2020-08-24,0.0531,51,0,0
1527272,Armação dos Búzios,2020-08-24,202035,34477.0,349,1012.26905,2020-08-24,0.0315,11,0,0
1527273,Arraial do Cabo,2020-08-24,202035,30593.0,154,503.38313,2020-08-24,0.039,6,0,0
1527279,Cabo Frio,2020-08-24,202035,230378.0,1892,821.25897,2020-08-24,0.055,104,0,0
1527295,Iguaba Grande,2020-08-24,202035,28837.0,456,1581.3018,2020-08-24,0.0636,29,0,0
1527340,Saquarema,2020-08-24,202035,90583.0,915,1010.12331,2020-08-24,0.0557,51,0,0
1527351,São Pedro da Aldeia,2020-08-24,202035,106049.0,1028,969.36322,2020-08-24,0.0311,32,0,0
1527364,Araruama,2020-08-25,202035,134293.0,970,722.30124,2020-08-25,0.0536,52,10,1
1527366,Armação dos Búzios,2020-08-25,202035,34477.0,353,1023.87099,2020-08-25,0.034,12,4,1
1527367,Arraial do Cabo,2020-08-25,202035,30593.0,155,506.65185,2020-08-25,0.0387,6,1,0
1527373,Cabo Frio,2020-08-25,202035,230378.0,1912,829.9403599999999,2020-08-25,0.057,109,20,5
1527389,Iguaba Grande,2020-08-25,202035,28837.0,484,1678.39928,2020-08-25,0.0599,29,28,0
1527434,Saquarema,2020-08-25,202035,90583.0,923,1018.9549900000001,2020-08-25,0.0563,52,8,1
1527445,São Pedro da Aldeia,2020-08-25,202035,106049.0,1048,988.22243,2020-08-25,0.0305,32,20,0
1527458,Araruama,2020-08-26,202035,134293.0,1008,750.59757,2020-08-26,0.0546,55,38,3
1527460,Armação dos Búzios,2020-08-26,202035,34477.0,356,1032.5724400000001,2020-08-26,0.0365,13,3,1
1527461,Arraial do Cabo,2020-08-26,202035,30593.0,157,513.18929,2020-08-26,0.0382,6,2,0
1527467,Cabo Frio,2020-08-26,202035,230378.0,1962,851.6438199999999,2020-08-26,0.0571,112,50,3
1527483,Iguaba Grande,2020-08-26,202035,28837.0,489,1695.7381100000002,2020-08-26,0.0593,29,5,0
1527528,Saquarema,2020-08-26,202035,90583.0,958,1057.59359,2020-08-26,0.0543,52,35,0
1527539,São Pedro da Aldeia,2020-08-26,202035,106049.0,1066,1005.19571,2020-08-26,0.0319,34,18,2
1527552,Araruama,2020-08-27,202035,134293.0,1071,797.50992,2020-08-27,0.0514,55,63,0
1527554,Armação dos Búzios,2020-08-27,202035,34477.0,398,1154.3927800000001,2020-08-27,0.0327,13,42,0
1527555,Arraial do Cabo,2020-08-27,202035,30593.0,157,513.18929,2020-08-27,0.0382,6,0,0
1527561,Cabo Frio,2020-08-27,202035,230378.0,1975,857.28672,2020-08-27,0.0577,114,13,2
1527577,Iguaba Grande,2020-08-27,202035,28837.0,494,1713.07695,2020-08-27,0.0607,30,5,1
1527622,Saquarema,2020-08-27,202035,90583.0,987,1089.60843,2020-08-27,0.0537,53,29,1
1527633,São Pedro da Aldeia,2020-08-27,202035,106049.0,1078,1016.51124,2020-08-27,0.0315,34,12,0
1527646,Araruama,2020-08-28,202035,134293.0,1071,797.50992,2020-08-27,0.0514,55,0,0
1527648,Armação dos Búzios,2020-08-28,202035,34477.0,398,1154.3927800000001,2020-08-27,0.0327,13,0,0
1527649,Arraial do Cabo,2020-08-28,202035,30593.0,157,513.18929,2020-08-27,0.0382,6,0,0
1527655,Cabo Frio,2020-08-28,202035,230378.0,1975,857.28672,2020-08-27,0.0577,114,0,0
1527671,Iguaba Grande,2020-08-28,202035,28837.0,494,1713.07695,2020-08-27,0.0607,30,0,0
1527716,Saquarema,2020-08-28,202035,90583.0,987,1089.60843,2020-08-27,0.0537,53,0,0
1527727,São Pedro da Aldeia,2020-08-28,202035,106049.0,1078,1016.51124,2020-08-27,0.0315,34,0,0
1527740,Araruama,2020-08-29,202035,134293.0,1093,813.8920099999999,2020-08-29,0.054,59,22,4
1527742,Armação dos Búzios,2020-08-29,202035,34477.0,399,1157.29327,2020-08-29,0.0326,13,1,0
1527743,Arraial do Cabo,2020-08-29,202035,30593.0,158,516.45801,2020-08-29,0.038,6,1,0
1527749,Cabo Frio,2020-08-29,202035,230378.0,2012,873.3472800000001,2020-08-29,0.0582,117,37,3
1527765,Iguaba Grande,2020-08-29,202035,28837.0,515,1785.9000600000002,2020-08-29,0.0621,32,21,2
1527810,Saquarema,2020-08-29,202035,90583.0,1015,1120.5193,2020-08-29,0.0522,53,28,0
1527821,São Pedro da Aldeia,2020-08-29,202035,106049.0,1092,1029.71268,2020-08-29,0.0311,34,14,0
1527834,Araruama,2020-08-30,202036,134293.0,1093,813.8920099999999,2020-08-30,0.054,59,0,0
1527836,Armação dos Búzios,2020-08-30,202036,34477.0,399,1157.29327,2020-08-30,0.0326,13,0,0
1527837,Arraial do Cabo,2020-08-30,202036,30593.0,158,516.45801,2020-08-30,0.038,6,0,0
1527843,Cabo Frio,2020-08-30,202036,230378.0,2013,873.78135,2020-08-30,0.0581,117,1,0
1527859,Iguaba Grande,2020-08-30,202036,28837.0,515,1785.9000600000002,2020-08-30,0.0621,32,0,0
1527904,Saquarema,2020-08-30,202036,90583.0,1015,1120.5193,2020-08-30,0.0522,53,0,0
1527915,São Pedro da Aldeia,2020-08-30,202036,106049.0,1092,1029.71268,2020-08-30,0.0311,34,0,0
1527928,Araruama,2020-08-31,202036,134293.0,1097,816.87057,2020-08-31,0.0538,59,4,0
1527930,Armação dos Búzios,2020-08-31,202036,34477.0,399,1157.29327,2020-08-31,0.0326,13,0,0
1527931,Arraial do Cabo,2020-08-31,202036,30593.0,158,516.45801,2020-08-31,0.038,6,0,0
1527937,Cabo Frio,2020-08-31,202036,230378.0,2013,873.78135,2020-08-31,0.0581,117,0,0
1527953,Iguaba Grande,2020-08-31,202036,28837.0,515,1785.9000600000002,2020-08-31,0.0621,32,0,0
1527998,Saquarema,2020-08-31,202036,90583.0,1017,1122.72722,2020-08-31,0.0521,53,2,0
1528009,São Pedro da Aldeia,2020-08-31,202036,106049.0,1092,1029.71268,2020-08-31,0.0311,34,0,0
1528022,Araruama,2020-09-01,202036,134293.0,1125,837.72051,2020-09-01,0.0533,60,28,1
1528024,Armação dos Búzios,2020-09-01,202036,34477.0,400,1160.19375,2020-09-01,0.0325,13,1,0
1528025,Arraial do Cabo,2020-09-01,202036,30593.0,164,536.07034,2020-09-01,0.0366,6,6,0
1528031,Cabo Frio,2020-09-01,202036,230378.0,2060,894.1826,2020-09-01,0.0573,118,47,1
1528047,Iguaba Grande,2020-09-01,202036,28837.0,527,1827.5132600000002,2020-09-01,0.0607,32,12,0
1528092,Saquarema,2020-09-01,202036,90583.0,1019,1124.93514,2020-09-01,0.053,54,2,1
1528103,São Pedro da Aldeia,2020-09-01,202036,106049.0,1099,1036.3134,2020-09-01,0.0318,35,7,1
1528116,Araruama,2020-09-02,202036,134293.0,1146,853.3579599999999,2020-09-02,0.0532,61,21,1
1528118,Armação dos Búzios,2020-09-02,202036,34477.0,402,1165.99472,2020-09-02,0.0323,13,2,0
1528119,Arraial do Cabo,2020-09-02,202036,30593.0,166,542.60779,2020-09-02,0.0361,6,2,0
1528125,Cabo Frio,2020-09-02,202036,230378.0,2078,901.99585,2020-09-02,0.0592,123,18,5
1528141,Iguaba Grande,2020-09-02,202036,28837.0,531,1841.38433,2020-09-02,0.0603,32,4,0
1528186,Saquarema,2020-09-02,202036,90583.0,1023,1129.3509800000002,2020-09-02,0.0528,54,4,0
1528197,São Pedro da Aldeia,2020-09-02,202036,106049.0,1120,1056.11557,2020-09-02,0.0312,35,21,0
1528210,Araruama,2020-09-03,202036,134293.0,1171,871.9739699999999,2020-09-03,0.0521,61,25,0
1528212,Armação dos Búzios,2020-09-03,202036,34477.0,402,1165.99472,2020-09-03,0.0323,13,0,0
1528213,Arraial do Cabo,2020-09-03,202036,30593.0,169,552.41395,2020-09-03,0.0355,6,3,0
1528219,Cabo Frio,2020-09-03,202036,230378.0,2119,919.79269,2020-09-03,0.0585,124,41,1
1528235,Iguaba Grande,2020-09-03,202036,28837.0,545,1889.9330699999998,2020-09-03,0.0606,33,14,1
1528280,Saquarema,2020-09-03,202036,90583.0,1032,1139.2866199999999,2020-09-03,0.0543,56,9,2
1528291,São Pedro da Aldeia,2020-09-03,202036,106049.0,1134,1069.31701,2020-09-03,0.0317,36,14,1
1528304,Araruama,2020-09-04,202036,134293.0,1175,874.95253,2020-09-04,0.0519,61,4,0
1528306,Armação dos Búzios,2020-09-04,202036,34477.0,403,1168.89521,2020-09-04,0.0323,13,1,0
1528307,Arraial do Cabo,2020-09-04,202036,30593.0,169,552.41395,2020-09-04,0.0355,6,0,0
1528313,Cabo Frio,2020-09-04,202036,230378.0,2146,931.51256,2020-09-04,0.0578,124,27,0
1528329,Iguaba Grande,2020-09-04,202036,28837.0,550,1907.2719100000002,2020-09-04,0.06,33,5,0
1528374,Saquarema,2020-09-04,202036,90583.0,1034,1141.4945400000001,2020-09-04,0.0542,56,2,0
1528385,São Pedro da Aldeia,2020-09-04,202036,106049.0,1145,1079.68958,2020-09-04,0.0314,36,11,0
1528398,Araruama,2020-09-05,202036,134293.0,1175,874.95253,2020-09-05,0.0519,61,0,0
1528400,Armação dos Búzios,2020-09-05,202036,34477.0,403,1168.89521,2020-09-05,0.0323,13,0,0
1528401,Arraial do Cabo,2020-09-05,202036,30593.0,169,552.41395,2020-09-05,0.0355,6,0,0
1528407,Cabo Frio,2020-09-05,202036,230378.0,2148,932.3807,2020-09-05,0.0587,126,2,2
1528423,Iguaba Grande,2020-09-05,202036,28837.0,550,1907.2719100000002,2020-09-05,0.06,33,0,0
1528468,Saquarema,2020-09-05,202036,90583.0,1034,1141.4945400000001,2020-09-05,0.0542,56,0,0
1528479,São Pedro da Aldeia,2020-09-05,202036,106049.0,1146,1080.63254,2020-09-05,0.0323,37,1,1
1528492,Araruama,2020-09-06,202037,134293.0,1175,874.95253,2020-09-06,0.0519,61,0,0
1528494,Armação dos Búzios,2020-09-06,202037,34477.0,403,1168.89521,2020-09-06,0.0323,13,0,0
1528495,Arraial do Cabo,2020-09-06,202037,30593.0,169,552.41395,2020-09-06,0.0355,6,0,0
1528501,Cabo Frio,2020-09-06,202037,230378.0,2148,932.3807,2020-09-06,0.0587,126,0,0
1528517,Iguaba Grande,2020-09-06,202037,28837.0,550,1907.2719100000002,2020-09-06,0.06,33,0,0
1528562,Saquarema,2020-09-06,202037,90583.0,1034,1141.4945400000001,2020-09-06,0.0542,56,0,0
1528573,São Pedro da Aldeia,2020-09-06,202037,106049.0,1146,1080.63254,2020-09-06,0.0323,37,0,0
1528586,Araruama,2020-09-07,202037,134293.0,1175,874.95253,2020-09-07,0.0519,61,0,0
1528588,Armação dos Búzios,2020-09-07,202037,34477.0,403,1168.89521,2020-09-07,0.0323,13,0,0
1528589,Arraial do Cabo,2020-09-07,202037,30593.0,169,552.41395,2020-09-07,0.0355,6,0,0
1528595,Cabo Frio,2020-09-07,202037,230378.0,2148,932.3807,2020-09-07,0.0587,126,0,0
1528611,Iguaba Grande,2020-09-07,202037,28837.0,550,1907.2719100000002,2020-09-07,0.06,33,0,0
1528656,Saquarema,2020-09-07,202037,90583.0,1034,1141.4945400000001,2020-09-07,0.0542,56,0,0
1528667,São Pedro da Aldeia,2020-09-07,202037,106049.0,1146,1080.63254,2020-09-07,0.0323,37,0,0
1528680,Araruama,2020-09-08,202037,134293.0,1175,874.95253,2020-09-08,0.0519,61,0,0
1528682,Armação dos Búzios,2020-09-08,202037,34477.0,404,1171.7956900000001,2020-09-08,0.0322,13,1,0
1528683,Arraial do Cabo,2020-09-08,202037,30593.0,169,552.41395,2020-09-08,0.0355,6,0,0
1528689,Cabo Frio,2020-09-08,202037,230378.0,2148,932.3807,2020-09-08,0.0587,126,0,0
1528705,Iguaba Grande,2020-09-08,202037,28837.0,550,1907.2719100000002,2020-09-08,0.06,33,0,0
1528750,Saquarema,2020-09-08,202037,90583.0,1034,1141.4945400000001,2020-09-08,0.0542,56,0,0
1528761,São Pedro da Aldeia,2020-09-08,202037,106049.0,1146,1080.63254,2020-09-08,0.0323,37,0,0
1528774,Araruama,2020-09-09,202037,134293.0,1175,874.95253,2020-09-09,0.0519,61,0,0
1528776,Armação dos Búzios,2020-09-09,202037,34477.0,404,1171.7956900000001,2020-09-09,0.0322,13,0,0
1528777,Arraial do Cabo,2020-09-09,202037,30593.0,169,552.41395,2020-09-09,0.0355,6,0,0
1528783,Cabo Frio,2020-09-09,202037,230378.0,2162,938.4576699999999,2020-09-09,0.0592,128,14,2
1528799,Iguaba Grande,2020-09-09,202037,28837.0,550,1907.2719100000002,2020-09-09,0.06,33,0,0
1528844,Saquarema,2020-09-09,202037,90583.0,1034,1141.4945400000001,2020-09-09,0.0542,56,0,0
1528855,São Pedro da Aldeia,2020-09-09,202037,106049.0,1150,1084.4043800000002,2020-09-09,0.033,38,4,1
1528868,Araruama,2020-09-10,202037,134293.0,1175,874.95253,2020-09-10,0.0519,61,0,0
1528870,Armação dos Búzios,2020-09-10,202037,34477.0,404,1171.7956900000001,2020-09-10,0.0322,13,0,0
1528871,Arraial do Cabo,2020-09-10,202037,30593.0,169,552.41395,2020-09-10,0.0355,6,0,0
1528877,Cabo Frio,2020-09-10,202037,230378.0,2161,938.0236,2020-09-10,0.0588,127,-1,-1
1528893,Iguaba Grande,2020-09-10,202037,28837.0,550,1907.2719100000002,2020-09-10,0.06,33,0,0
1528938,Saquarema,2020-09-10,202037,90583.0,1034,1141.4945400000001,2020-09-10,0.0542,56,0,0
1528949,São Pedro da Aldeia,2020-09-10,202037,106049.0,1151,1085.34734,2020-09-10,0.0339,39,1,1
1528962,Araruama,2020-09-11,202037,134293.0,1216,905.48279,2020-09-11,0.0502,61,41,0
1528964,Armação dos Búzios,2020-09-11,202037,34477.0,421,1221.10392,2020-09-11,0.0309,13,17,0
1528965,Arraial do Cabo,2020-09-11,202037,30593.0,174,568.75756,2020-09-11,0.0345,6,5,0
1528971,Cabo Frio,2020-09-11,202037,230378.0,2261,981.4305199999999,2020-09-11,0.0566,128,100,1
1528987,Iguaba Grande,2020-09-11,202037,28837.0,582,2018.24045,2020-09-11,0.0567,33,32,0
1529032,Saquarema,2020-09-11,202037,90583.0,1043,1151.43018,2020-09-11,0.0537,56,9,0
1529043,São Pedro da Aldeia,2020-09-11,202037,106049.0,1190,1122.1227900000001,2020-09-11,0.0328,39,39,0
1529056,Araruama,2020-09-12,202037,134293.0,1216,905.48279,2020-09-12,0.0502,61,0,0
1529058,Armação dos Búzios,2020-09-12,202037,34477.0,421,1221.10392,2020-09-12,0.0309,13,0,0
1529059,Arraial do Cabo,2020-09-12,202037,30593.0,174,568.75756,2020-09-12,0.0345,6,0,0
1529065,Cabo Frio,2020-09-12,202037,230378.0,2262,981.86459,2020-09-12,0.057,129,1,1
1529081,Iguaba Grande,2020-09-12,202037,28837.0,582,2018.24045,2020-09-12,0.0567,33,0,0
1529126,Saquarema,2020-09-12,202037,90583.0,1044,1152.53414,2020-09-12,0.0546,57,1,1
1529137,São Pedro da Aldeia,2020-09-12,202037,106049.0,1190,1122.1227900000001,2020-09-12,0.0328,39,0,0
